name,square_meter,bedroom_no,price,street,area,district
"CHO THUÊ FAFILM, 120M, 3 NGỦ, PHÒNG NGỦ KÍNH THOÁNG, BAN CÔNG + PK ĐỀU ĐÔNG NAM", 13 m,3 phòng ngủ, 12 triệu / tháng,Đường Nguyễn Trãi,Phường Khương Trung,Quận Thanh Xuân
"CHO THUÊ CĂN HỘ 24T HOÀNG ĐẠO THÚY, 163M2, 3 NGỦ, ĐỦ ĐỒ, GIÁ CHỈ 14.5TR, Ở ĐƯỢC NGAY", 163 m,3 phòng ngủ," 14,5 triệu / tháng",Đường Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy
"CHO THUÊ CĂN HỘ CAO CẤP STUDIO STAR CITY, 1 NGỦ, NHÀ RẤT ĐẸP, CÓ ẢNH", 50 m,1 phòng ngủ, 12 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"CHO THUÊ CĂN HỘ VINHOMES GREEN BAY 2 NGỦ, NHÀ MỚI, NỘI THẤT MỚI SẮM, CHỈ 12TR, CÓ ẢNH", 63 m,2 phòng ngủ, 14 triệu / tháng,Đường Đại Lộ Thăng Long,Phường Mễ Trì,Quận Nam Từ Liêm
"CẦN CHO THUÊ GẤP CĂN HỘ VINHOMES GREEN BAY, NHÀ MỚI NHẬN MỚI, VẢO Ở ĐƯỢC NGAY", 53 m,2 phòng ngủ, 11 triệu / tháng,Đường Đại Lộ Thăng Long,Phường Mễ Trì,Quận Nam Từ Liêm
"CHO THUÊ GẤP CĂN HỘ CAO CẤP HÀ NỘI CENTER POINT NGÃ TƯ LÊ VĂN LƯƠNG,  2 NGỦ, ĐỦ ĐÔ", 68 m,2 phòng ngủ, 15 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"CHO CĂN HỘ STUDIO STAR CITY LÊ VĂN LƯƠNG, ĐỒ ĐẸP, VÀO Ở ĐƯỢC NGAY", 50 m,1 phòng ngủ, 11 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"CHO THUÊ CĂN HỘ GOLDEN PALM LÊ VĂN LƯƠNG 2 NGỦ, ĐỒ CƠ BẢN, NHÀ MỚI, SẠCH SẼ", 70 m,2 phòng ngủ, 12 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"CHO THUÊ CĂN HỘ HÀ NỘI CENTER POINT, NGÃ TƯ LÊ VĂN LƯƠNG, 50M2, 1 NGỦ, FULL ĐỒ ĐẸP, CÓ ẢNH", 50 m,1 phòng ngủ," 11,5 triệu / tháng",Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"CHO THUÊ CĂN HỘ GIÁ TỐT N04, 2 NGỦ, FULL ĐỒ ĐẸP GIÁ CHỈ 15TR, VÀO Ở NGAY ĐƯỢC", 89 m,2 phòng ngủ, 15 triệu / tháng,Đường Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy
"CHO THUÊ CĂN HỘ THĂNG LONG NUMBER ONE 2 NGỦ 100M2, GIÁ CHỈ 16TR, NHÀ ĐẸP CÓ ẢNH", 100 m,2 phòng ngủ, 16 triệu / tháng,Đường Đại Lộ Thăng Long,Phường Mễ Trì,Quận Nam Từ Liêm
"CHO THUÊ GẤP CĂN HỘ THĂNG LONG YÊN HÒA, 3 NGỦ, ĐIỀU HÒA, TỦ BẾP, NÓNG LẠNH ĐẦY ĐỦ", 100 m,3 phòng ngủ," 11,5 triệu / tháng",Đường Mạc Thái Tổ,Phường Yên Hòa,Quận Cầu Giấy
"CHO THUÊ CĂN HỘ THĂNG LONG YÊN HÒA,  3 NGỦ, ĐỒ CƠ BẢN, NHÀ VUÔNG VẮN THOÁNG MÁT", 110 m,3 phòng ngủ," 11,5 triệu / tháng",Đường Mạc Thái Tổ,Phường Yên Hòa,Quận Cầu Giấy
"CHO THUÊ CĂN HỘ CHUNG CƯ MANDARIN GARDEN 114M2, 2 PHÒNG NGỦ, ĐỦ ĐỒ ĐẸP, VÀO Ở NGAY", 114 m,2 phòng ngủ, 24 triệu / tháng,Đường Hoàng Minh Giám,Phường Trung Hòa,Quận Cầu Giấy
"CHO THUÊ CĂN HỘ 2 NGỦ, ĐỦ ĐỒ NHÀ MỚI  CHUNG CƯ 125 HOÀNG NGÂN, VIEW HỒ, THOÁNG CHỈ 11TR", 65 m,2 phòng ngủ, 11 triệu / tháng,Phố Hoàng Ngân,Phường Trung Hòa,Quận Cầu Giấy
"CHO THUÊ CĂN HỘ 90M2 HAPULICO 21T VŨ TRỌNG PHỤNG,  CHỈ 11 TRIỆU/THÁNG, CÓ ẢNH", 90 m,2 phòng ngủ, 11 triệu / tháng,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê gấp căn hộ Vimeco Nguyễn Chánh, Cầu Giấy: 100m2, 2 ngủ, đủ đồ giá 11.5Tr", 100 m,2 phòng ngủ," 11,5 triệu / tháng",Đường Nguyễn Chánh,Phường Trung Hòa,Quận Cầu Giấy
"Cho thuê căn hộ Center Point Lê Văn Lương, 120m2 căn góc sáng, 13 Tr/ tháng", 120 m,3 phòng ngủ, 13 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Cho thuê CHCC Goldseason 47 Nguyễn Tuân , 2-3 PN giá tốt nhất thị trường", 70 m,3 phòng ngủ, 10 triệu / tháng,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê căn hộ cao cấp Mon City, Mỹ Đình, 2PN, giá 10 Tr/ tháng", 70 m,2 phòng ngủ, 10 triệu / tháng,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê chung cư cao cấp Dolphin Plaza: 186m2, 3PN, Full đẹp, ô góc, view đẹp", 186 m,3 phòng ngủ, 16 triệu / tháng,Đường Nguyễn Hoàng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê căn hộ The Garden Hill rộng 80m2, gồm 2 phòng ngủ đủ nội thất, 11 Triệu/tháng", 80 m,2 phòng ngủ, 11 triệu / tháng,Đường Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê Shophouse Vinhomes Gardenia: Nhà hàng, Spa, tiếng anh, văn phòng, mầm non, 60Tr", 650 m,1 phòng ngủ, 60 triệu / tháng,Đường Hàm Nghi,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê chung cư cao cấp Vinhome gardenia Hàm Nghi Mỹ ĐÌnh từ 1-3 PN, vào ở ngay", 80 m,2 phòng ngủ, 13 triệu / tháng,Đường Hàm Nghi,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Cho thuê căn hộ cao cấp Imperia 203 Nguyễn Huy Tưởng 2-3PN giá từ 10 Tr/ th rẻ nhất TT, 75 m,2 phòng ngủ, 10 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê căn hộ Mỹ Đình Plaza 2, 80m2, 2 PN cơ bản, Full đồ giá từ: 9.5 Tr/th", 80 m,2 phòng ngủ," 9,5 triệu / tháng",Đường Nguyễn Hoàng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê căn hộ chung cư HD Mon, Mỹ Đình 2PN, 3PN đủ đồ, đẹp, view đẹp, 10 Tr/tháng", 75 m,2 phòng ngủ, 10 triệu / tháng,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê CHCC Goldmark City 136 Hồ Tùng Mậu 2-3-4 PN, view đẹp, giá rẻ 10 Tr/tháng", 80 m,2 phòng ngủ, 10 triệu / tháng,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm
"Chính chủ cho thuê căn hộ Golden West 2PN, 3PN giá 8Tr- 12 Triệu/ tháng", 80 m,2 phòng ngủ," 9,5 triệu / tháng",Đường Lê Văn Thiêm,Phường Nhân Chính,Quận Thanh Xuân
"Cho thuê chung cư Mon City Mỹ Đình 2-3PN đầy đủ, đẹp: Ở hoặc làm VP, từ 9.5 Triệu", 75 m,2 phòng ngủ," 9,5 triệu / tháng",Đường Hàm Nghi,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê căn hộ Center Point Lê Văn Lương, 80-100m2, 2-3PN, đủ đồ giá từ 11Tr/th", 80 m,2 phòng ngủ, 11 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Cho thuê chung cư Vinaconex 1, Khuất Duy Tiến 150m2, 3PN, cb, full 11.5Tr", 150 m,3 phòng ngủ," 11,5 triệu / tháng",Đường Khuất Duy Tiến,Phường Trung Hòa,Quận Cầu Giấy
"Cho thuê chung cư Mon City, Mỹ Đình: 68m2, 2PN, đủ nội thất, view đẹp, giá 10 Triệu", 68 m,2 phòng ngủ, 10 triệu / tháng,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê căn hộ cao cấp FLC Twin Towers 265 Cầu Giấy 2-3 PN, view đẹp, giá rẻ", 130 m,3 phòng ngủ, 16 triệu / tháng,Đường Cầu Giấy,Phường Dịch Vọng,Quận Cầu Giấy
"Cho thuê chung cư cao cấp Center Point, 110 Cầu Giấy 2 ngủ, view đẹp 80m2, giá 11tr/th", 80 m,2 phòng ngủ, 11 triệu / tháng,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy
"Cho thuê căn hộ chung cư Golen West Lê Văn Lương 2 ngủ, thoáng đẹp 90m2, chỉ 9tr/th", 90 m,2 phòng ngủ, 9 triệu / tháng,Đường Lê Văn Thiêm,Phường Nhân Chính,Quận Thanh Xuân
"Cho thuê chung cư Lê Văn Lương, Nguyễn Ngọc Vũ 100m2, 3PN giá rẻ 10 Tr/ tháng", 100 m,3 phòng ngủ, 10 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Cho thuê CHCC đẹp nhât Thăng Long Number One: 180m2, 4PN, 3WC view Keangnam", 180 m,4 phòng ngủ, 29 triệu / tháng,Đường Phạm Hùng,Phường Mễ Trì,Quận Nam Từ Liêm
"Cho thuê CC GoldSeason, 2PN, 2WC, full nội thất, rẻ đẹp nhất chỉ 13tr/th", 70 m,2 phòng ngủ, 13 triệu / tháng,Đường Khương Trung,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê Tầng 15 tòa Eurowindow  2PN, 2WC, full nội thất Trần Duy Hưng - Cầu Giấy", 95 m,2 phòng ngủ, 16 triệu / tháng,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy
Cho Thuê CH Đẹp Như Hình Chỉ 100% 10TR/TH, 45 m,1 phòng ngủ, 10 triệu / tháng,Đường Đồng Me,Phường Mễ Trì,Quận Nam Từ Liêm
"Cho Thuê CC Golden Palace  3PN - WC ,PK, bếp - 16tr /th View Cực Đẹp", 120 m,3 phòng ngủ, 16 triệu / tháng,Đường Mễ Trì,Phường Mễ Trì,Quận Nam Từ Liêm
"Cho Thuê CC P706 chung cư 2PN, 3WC, PK, bếp, 150m2 -View Ban Công -Trung hòa", 150 m,2 phòng ngủ, 15 triệu / tháng,Đường Trung Hòa,Phường Trung Hòa,Quận Cầu Giấy
"Cho Thuê CC Golden Palm, Lê Văn Lương 2 PN - 2WC - 98m2- View Bể Bơi", 98 m,2 phòng ngủ, 13 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"- Cho thuê chung cư cao cấp Gold Season,81m2, 2n, 2wc, đủ đồ rẻ nhất Thanh Xuân", 81 m,2 phòng ngủ, 12 triệu / tháng,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê CC Golden Palace, Tầng 27 - 2PN - 2WC .Diện tích 86 m2", 86 m,2 phòng ngủ, 17 triệu / tháng,Đường Mễ Trì,Phường Mễ Trì,Quận Nam Từ Liêm
"Cho Thuê CC Diamond Flower 3PN, 2VS-View Đẹp 46 Lê Văn Lương", 126 m,2 phòng ngủ, 22 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"CHỦ NHÀ CẦN CHO THUÊ GẤP CĂN HỘ  GOLDMARK CITY, HỒ TÙNG MẬU, 114M2, 3PN, FULL ĐỒ", 114 m,3 phòng ngủ, 15 triệu / tháng,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm
"Cho thuê căn hộ A1 VINACONEX1- 3N,2VS,Cực Rộng Đẹp ,146m2 chỉ 12tr/th Siêu Rẻ", 146 m,3 phòng ngủ, 12 triệu / tháng,Đường Khuất Duy Tiến,Phường Trung Hòa,Quận Cầu Giấy
Cho Thuê CC Discovery Complex CẦU GIẤY view ĐẸP + ( siêu RẺ ) nhất thị trường CAM KẾT, 105 m,2 phòng ngủ, 16 triệu / tháng,Đường Cầu Giấy,Phường Dịch Vọng,Quận Cầu Giấy
"Goldmark City ĐANG CHO THUÊ GIÁ RẺ ,3PN full nội thất cao cấp - CAM KẾT RẺ NHẤT THỊ TRƯỜNG", 110 m,3 phòng ngủ, 16 triệu / tháng,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm
CHO THUÊ FLC Twin Tower Thời thượng sang trọng - CAM KẾT RẺ cho QUÝ ANH CHỊ cần Ở FLC, 110 m,2 phòng ngủ, 18 triệu / tháng,Đường Cầu Giấy,Phường Dịch Vọng,Quận Cầu Giấy
"CHO THUÊ CĂN HỘ RẺ ĐẸP NHẤT THỊ TRƯỜNG TẠI Mỹ sơn, 62 Nguyễn huy tưởng 12TR.SIÊU ĐẸP HƠN H", 86 m,2 phòng ngủ, 12 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Căn hộ Cao Cấp The Sun Mễ Trì, nội thất tiêu chuẩn 5 sao, đến xem là thích là CHỐT", 71 m,2 phòng ngủ, 14 triệu / tháng,Đường Mễ Trì Hạ,Phường Mễ Trì,Quận Nam Từ Liêm
"Goldmark City 2PN 2VS, full nội thất nhập khẩu, giá chỉ 12tr/tháng RẤT RẺ SO THỊ TRƯƠNG Ạ", 84 m,2 phòng ngủ, 12 triệu / tháng,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm
"Cho thuê Hacisco số 15 ngõ 107 Nguyễn Chí Thanh,Diện tích;90m2 có thiết kế: 2PN", 90 m,2 phòng ngủ, 11 triệu / tháng,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa
"CHO THUÊ CC Goldmark City RẺ NHẤT THỊ TRƯỜNG ,2PN full nội thất Mới 100% - CAM KẾT 13TR", 85 m,2 phòng ngủ, 13 triệu / tháng,Đường Hồ Tùng Mậu,Phường Phúc Diễn,Quận Bắc Từ Liêm
CHO THUÊ VĂN PHÒNG FULL C37 Bắc Hà - 19 Tố Hữu, 98 m,3 phòng ngủ, 10 triệu / tháng,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm
CHO THUÊ CĂN HỘ RẺ ĐẸP NHẤT THỊ TRƯỜNG TẠI Building 35 LÊ VĂN THIÊM 12TR.SIÊU ĐẸP HƠN HÌNH, 68 m,2 phòng ngủ, 12 triệu / tháng,Đường Lê Văn Thiêm,Phường Nhân Chính,Quận Thanh Xuân
Căn hộ cao cấp giáp TẾT giá cực thấp tại Eurowindow Trần Duy Hưng, 80 m,2 phòng ngủ, 14 triệu / tháng,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy
"Goldseason - 2 ngủ, full nội thất, giá chỉ 12tr/tháng (rẻ nhất khu Thanh Xuân)", 75 m,2 phòng ngủ, 12 triệu / tháng,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"FLc Twin Tower - 265 Cầu Giấy 2PN 2VS full nội thất 14tr/tháng, rẻ đẹp nhất tòa", 97 m,2 phòng ngủ, 14 triệu / tháng,Đường Cầu Giấy,Phường Dịch Vọng,Quận Cầu Giấy
Sống thời thượng với CH Royal City 2PN full VIP CHO THUÊ PHẢI NS SIÊU ĐẸP, 86 m,2 phòng ngủ, 23 triệu / tháng,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân
"Discovery CHO THUÊ 100m2, 2N,2VS RẺ ĐẸP view cao đường thuận tiện giá rẻ", 100 m,2 phòng ngủ, 15 triệu / tháng,Đường Cầu Giấy,Phường Dịch Vọng,Quận Cầu Giấy
"Chính chủ cho thuê CHCC Imperia Garden Nguyễn Huy Tưởng 74m2, 2PN sáng, đầy đủ nội ngoại t", 81 m,2 phòng ngủ, 13 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Imperia Garden nguyễn huy tưởng "" CHO THUÊ "" giá rẻ mà rất đẹp , đường rộng đủ tiện ích", 90 m,2 phòng ngủ, 14 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
Cho thuê căn hộ chung cư Imperia Garden. Căn hộ 3PN 110m2 full view đẹp chỉ 15tr/th, 110 m,2 phòng ngủ, 15 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê CHCC Imperia Garden, 203 Nguyễn Huy Tưởng tháp, DT 86m2, 2 PN, giá 14 triệu/tháng", 86 m,2 phòng ngủ, 14 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho Thuê CC  Nguyễn Huy Tưởng (Hàng Hiếm RẤT RẺ 11TR )2N,2VS", 85 m,2 phòng ngủ, 11 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"cho thuê CHCC Vinhomes Skylake view hồ, 2 ngủ, 96m2. full nội thất Châu Á", 96 m,2 phòng ngủ, 18 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm
"Cho Thuê CC - Cầu Giấy Đẹp ơi là Đẹp 2PN, 2VS- (View Đẹp giá 10tr )", 99 m,2 phòng ngủ, 10 triệu / tháng,Đường Cầu Giấy,Phường Dịch Vọng,Quận Cầu Giấy
"Cho Thuê CC - Golden Palace-Mễ Trì 2PN, 2VS- (View Đẹp giá 10tr )", 99 m,2 phòng ngủ, 10 triệu / tháng,Đường Mễ Trì,Phường Mễ Trì,Quận Nam Từ Liêm
"Cho Thuê CC - The Legend - 109 Nguyễn Tuân 2PN, 2VS- (View Đẹp giá 10tr )", 99 m,2 phòng ngủ, 10 triệu / tháng,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho Thuê CC BIG TOWER- 18 PHẠM HÙNG 2PN, 2VS- (View Đẹp giá 10tr )", 99 m,2 phòng ngủ, 10 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho Thuê CC  Nguyễn Huy Tưởng (View Đẹp, siêu rẻ 10.5tr) 2PN,2WC,86m2", 86 m,2 phòng ngủ," 10,5 triệu / tháng",Phố Nguyễn Huy Tưởng,Phường Nhân Chính,Quận Thanh Xuân
"Cho Thuê CC mới Tower 2N,2VS,90m2 full đồ mới ,Nguyễn Huy Tưởng", 90 m,2 phòng ngủ, 12 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Nhân Chính,Quận Thanh Xuân
"Cho Thuê CC ,2N,2WC,(Ban công view bể bơi)Nguyễn Tuân", 76 m,2 phòng ngủ, 15 triệu / tháng,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho Thuê CC: Royal City 2N,2WC,view bể bơi,(giá rẻ 15tr ) Nguyễn Trãi", 98 m,2 phòng ngủ, 15 triệu / tháng,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân
"Cho Thuê CC: Imperia Garden 2N,2WC,view bể bơi,( giá rẻ 13tr )Nguyễn Huy Tưởng", 90 m,2 phòng ngủ, 13 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho Thuê CC S3 Vinhomes SKYLAKE 2PN,( ảnh thật 100% thợ chụp ) -View Hồ -Mễ Trì", 80 m,2 phòng ngủ, 16 triệu / tháng,Đường Đại Lộ Thăng Long,Phường Mễ Trì,Quận Nam Từ Liêm
"Cho Thuê CC 2pn,68m2,full nội thất - Thái Thịnh-Đống Đa", 68 m,2 phòng ngủ, 11 triệu / tháng,Phố Thái Thịnh,Phường Trung Liệt,Quận Đống Đa
"CHO THUÊ NHÀ MẶT PHỐ-,5PN,220m,MT 11m2,(Khá Rẻ )Hoàng Cầu, Đống Đa", 220 m,5 phòng ngủ, 130 triệu / tháng,Phố Hoàng Cầu,Phường Hàng Bột,Quận Đống Đa
"Cho thuê CC -2N,260m2,(Rất Rẻ )Center Point -Lê văn lương", 68 m,2 phòng ngủ, 13 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Cho Thuê CC: Royal City 2N,2WC90m2(giá rẻ) 14.5tr Nguyễn Trãi - Thanh Xuân", 90 m,2 phòng ngủ," 14,5 triệu / tháng",Đường Lê Văn Lương,Phường Thượng Đình,Quận Thanh Xuân
"Cho Thuê CH:3PN, 2WC ,105m2,( giá rất rẻ 800$ )The Link Ciputra- Tây Hồ", 105 m,3 phòng ngủ, 18 triệu / tháng,Quận Tây Hồ,,
"Cho Thuê CH CENTER POINT -CẦU GIẤY,3PN,2WC -View cực kì tuyệt đẹp chỉ 22tr/th", 120 m,3 phòng ngủ, 22 triệu / tháng,Đường Cầu Giấy,Quận Cầu Giấy,
"Cho Thuê CC Nguyễn Tuân,3PN,2WC,90M2,sao mà rẻ thế chứ chỉ", 90 m,3 phòng ngủ, 9 triệu / tháng,Đường Nguyễn Tuân,Phường Nhân Chính,Quận Thanh Xuân
"Cho Thuê CC Phú Gia,Thanh Xuân,2PN,103m2,full đồ", 13 m,2 phòng ngủ, 11 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho Thuê CC Golden Palm 2PN,86m2,View ban công siêu siêu Đẹp", 86 m,2 phòng ngủ, 15 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Goldmark City 3613S4 Diện tích 98m2 (cực rộng) 2 PN, 2 VS Chỉ Chỉ 14tr/th", 98 m,2 phòng ngủ, 14 triệu / tháng,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm
"Cho Thuê CC Imperia Garden 2N,2VS,full nội thất CC chỉ 14/tr- ảnh thật 100%,Siêu rẻ đẹp", 76 m,2 phòng ngủ, 14 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho Thuê CC CT8 The Emerald, 2N,2VS,View Đẹp -full Nội thất CC-Chỉ 15tr/th Siêu Rẻ", 98 m,2 phòng ngủ, 15 triệu / tháng,Đường Đình Thôn,Phường Mỹ Đình 1,Quận Nam Từ Liêm
"Chính chủ cho thuê 203 Nguyễn Huy Tưởng 3PN, full nội thất xịn tòa giá 15 tr/th", 110 m,3 phòng ngủ, 15 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê căn hộ cao cấp Hà Nội Center Point.2PN, 70 m2,15tr/th", 70 m,2 phòng ngủ," 15,5 triệu / tháng",Đường Nguyễn Trãi,Phường Nhân Chính,Quận Thanh Xuân
"Chính chủ cho thuê 2 PN, full nội thất xịn tòa Imperia 203 Nguyễn Huy Tưởng giá 14 tr/th", 76 m,2 phòng ngủ, 14 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho Thuê CH Imperia 203 Nguyễn Huy Tưởng 2PN,76m2 Nội thất full Châu Âu", 76 m,2 phòng ngủ, 14 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho Thuê CC SKYLAKE (VIEW HỒ BỚI SIÊU ĐẸP SIÊU RẺ ) 2PN,80m2 PHẠM HÙNG", 80 m,2 phòng ngủ, 18 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm
"Cho Thuê CC Golden West, LÊ VĂN THIÊM ( SIÊU ĐẸP SIÊU RẺ ) 2PN,86m2 Thanh Xuân", 86 m,2 phòng ngủ, 13 triệu / tháng,Đường Lê Văn Thiêm,Phường Nhân Chính,Quận Thanh Xuân
"Cho Thuê CC Discovery Complex CẦU GIẤY( SIÊU RẺ )2PN,2WC ,100m2", 100 m,2 phòng ngủ, 16 triệu / tháng,Đường Cầu Giấy,Phường Dịch Vọng,Quận Cầu Giấy
"Cho Thuê CC 265 CẦU GIẤY ( SIÊU ĐẸP VIEW CAO -SIÊU RẺ ) 3PN,2WC ,123m2", 123 m,3 phòng ngủ, 20 triệu / tháng,Đường Cầu Giấy,Phường Dịch Vọng,Quận Cầu Giấy
"Cho Thuê CC 47 Nguyễn Tuân (View Đẹp, siêu RẺ) 2PN,2WC,81m2 HÌNH ẢNH THẬT 100%", 76 m,2 phòng ngủ, 14 triệu / tháng,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho Thuê CH The Garden Hill- TRẦN BÌNH 2PN,2WC,76m2 (ẢNH THẬT NHƯ HÌNH)", 76 m,2 phòng ngủ, 13 triệu / tháng,Đường Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho Thuê CC Vinhomes Gardenia Mỹ Đình, 2PN,2WC,81m2  (View Đẹp, siêu RẺ )", 81 m,2 phòng ngủ, 16 triệu / tháng,Đường Hàm Nghi,Phường Cầu Diễn,Quận Nam Từ Liêm
"Cho Thuê CC VINHOM SKYLAKE PHAM HÙNG ) 2PN,2WC,76m2 (View Đẹp, siêu RẺ)", 76 m,2 phòng ngủ, 17 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm
"Cho Thuê CC CENTREPOINT Hoàng Đạo Thúy 2PN,2WC,86m2 (View Đẹp, siêu RẺ )", 86 m,2 phòng ngủ, 14 triệu / tháng,Đường Hoàng Đạo Thúy,Phường Nhân Chính,Quận Thanh Xuân
"Cho Thuê CC Goldmark city HỒ TỪNG MẬU 2PN,2WC,80m2 (View Đẹp, siêu rẻ )", 81 m,2 phòng ngủ, 14 triệu / tháng,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm
"Cho Thuê CC SKYLAKE (View Đẹp, siêu rẻ 10.5tr)2PN,70m2 PHẠM HÙNG", 70 m,2 phòng ngủ," 10,5 triệu / tháng",Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm
"Cho thuê căn hộ siêu đẹp tại Goldseason - 47 Nguyễn Tuân , 2PN, 2VS, 87m2.NỘI THẤT FULL", 87 m,2 phòng ngủ, 13 triệu / tháng,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Chung cư cao cấp Imperia Garden Nguyễn Huy Tưởng cần cho thuê căn hộ 81m2, 2PN", 81 m,2 phòng ngủ," 14,5 triệu / tháng",Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
